SANTA_ID;Text;Scene;Summary;Descriptive_passage;Analepsis;Prolepsis;Extradiegetic;Intradiegetic;Metadiegetic;Focalization;Voice_homodiegetic;Voice_heterodiegetic
CB14;“Why do you refuse?”;1;0;0;0;0;0;1;0;0;0;0
CB13;“Why do you refuse?”  “I would prefer not to.”;1;0;0;0;0;0;1;0;0;0;0
CB15;“I would prefer not to.”;1;0;0;0;0;0;1;0;0;0;0
CB17;“These are your own copies we are about to examine. It is labor saving to you, because one examination will answer for your four papers. It is common usage. Every copyist is bound to help examine his copy. Is it not so? Will you not speak? Answer!”;1;0;0;0;0;0;1;0;0;0;0
CB16;“These are your own copies we are about to examine. It is labor saving to you, because one examination will answer for your four papers. It is common usage. Every copyist is bound to help examine his copy. Is it not so? Will you not speak? Answer!”  “I prefer not to,”;1;0;0;0;0;0;1;0;0;0;0
CB18;“I prefer not to,”;1;0;0;0;0;0;1;0;0;0;0
"CB19;CB20";“You are decided, then, not to comply with my request—a request made according to common usage and common sense?”;1;0;0;0;0;0;1;0;0;0;0
CB22;“Why, how now? what next?” exclaimed I, “do no more writing?”;1;0;0;0;0;0;1;0;0;0;0
CB21;“Why, how now? what next?” exclaimed I, “do no more writing?”  “No more.”  “And what is the reason?”  “Do you not see the reason for yourself,”;1;0;0;0;0;0;1;0;0;0;0
CB23;“No more.”;1;0;0;0;0;0;1;0;0;0;0
CB24;“And what is the reason?”;1;0;0;0;0;0;1;0;0;0;0
CB25;“Do you not see the reason for yourself,”;1;0;0;0;0;0;1;0;0;0;0
CB27;"“What!” exclaimed I; “suppose your eyes should get entirely well—better than ever before—would you not copy then?”";1;0;0;0;0;0;1;0;0;0;0
CB26;"“What!” exclaimed I; “suppose your eyes should get entirely well—better than ever before—would you not copy then?”  “I have given up copying,”";1;0;0;0;0;0;1;0;0;0;0
CB28;“I have given up copying,”;1;0;0;0;0;0;1;0;0;0;0
"CB29;CB30";“And when you finally quit me, Bartleby,” added I, “I shall see that you go not away entirely unprovided. Six days from this hour, remember.”;1;0;0;0;0;0;1;0;0;0;0
CB31;added I;0;1;1;0;0;0;0;0;0;0;0
CB33;“Bartleby,” said I, entering the office, with a quietly severe expression, “I am seriously displeased. I am pained, Bartleby. I had thought better of you. I had imagined you of such a gentlemanly organization, that in any delicate dilemma a slight hint would suffice—in short, an assumption. But it appears I am deceived.”;1;0;0;0;0;0;1;0;0;0;0
CB32;“Bartleby,” said I, entering the office, with a quietly severe expression, “I am seriously displeased. I am pained, Bartleby. I had thought better of you. I had imagined you of such a gentlemanly organization, that in any delicate dilemma a slight hint would suffice—in short, an assumption. But it appears I am deceived.” [...]  He answered nothing.  “Will you, or will you not, quit me?” I now demanded in a sudden passion, advancing close to him.  “I would prefer not to quit you,” he replied, gently emphasizing the not.  “What earthly right have you to stay here? Do you pay any rent? Do you pay my taxes? Or is this property yours?”  He answered nothing.  “Are you ready to go on and write now? Are your eyes recovered? Could you copy a small paper for me this morning? or help examine a few lines? or step round to the post-office? In a word, will you do any thing at all, to give a coloring to your refusal to depart the premises?”;1;0;0;0;0;0;1;0;0;0;0
CB34;said I, entering the office, with a quietly severe expression;0;1;1;0;0;0;0;0;0;0;0
CB35;He answered nothing;0;1;1;0;0;0;0;0;0;0;0
CB36;“Will you, or will you not, quit me?”;1;0;0;0;0;0;1;0;0;0;0
CB37;I now demanded in a sudden passion, advancing close to him;0;1;1;0;0;0;0;0;0;0;0
CB38;“I would prefer not to quit you,”;1;0;0;0;0;0;1;0;0;0;0
CB39;he replied, gently emphasizing the not;0;1;1;0;0;0;0;0;0;0;0
CB40;“What earthly right have you to stay here? Do you pay any rent? Do you pay my taxes? Or is this property yours?”;1;0;0;0;0;0;1;0;0;0;0
CB41;He answered nothing;0;1;1;0;0;0;0;0;0;0;0
CB42;“Are you ready to go on and write now? Are your eyes recovered? Could you copy a small paper for me this morning? or help examine a few lines? or step round to the post-office? In a word, will you do any thing at all, to give a coloring to your refusal to depart the premises?”;1;0;0;0;0;0;1;0;0;0;0
MM57;“Are you ready to go on and write now? Are your eyes recovered? Could you copy a small paper for me this morning? or help examine a few lines? or step round to the post-office? In a word, will you do any thing at all, to give a coloring to your refusal to depart the premises?”;1;0;0;0;0;0;1;0;0;0;0
MM58;He silently retired into his hermitage.;0;1;1;0;0;0;0;0;0;0;0
"MM59;MM60;MM61";"Acting accordingly, next day I thus addressed him: “I find these chambers too far from the City Hall; the air is unwholesome. In a word, I propose to remove my offices next week, and shall no longer require your services. I tell you this now, in order that you may seek another place.”  He made no reply, and nothing more was said.  On the appointed day I engaged carts and men, proceeded to my chambers, and having but little furniture, every thing was removed in a few hours. Throughout, the scrivener remained standing behind the screen, which I directed to be removed the last thing. It was withdrawn; and being folded up like a huge folio, left him the motionless occupant of a naked room.  [...]  Established in my new quarters, for a day or two I kept the door locked, and started at every footfall in the passages. When I returned to my rooms after any little absence, I would pause at the threshold for an instant, and attentively listen, ere applying my key. But these fears were needless. Bartleby never came nigh me.  I thought all was going well, when a perturbed looking stranger visited me, inquiring whether I was the person who had recently occupied rooms at No.—Wall-street.  Full of forebodings, I replied that I was.  “Then sir,” said the stranger, who proved a lawyer, “you are responsible for the man you left there. He refuses to do any copying; he refuses to do any thing; he says he prefers not to; and he refuses to quit the premises.”  “I am very sorry, sir,” said I, with assumed tranquility, but an inward tremor, “but, really, the man you allude to is nothing to me—he is no relation or apprentice of mine, that you should hold me responsible for him.”  “In mercy's name, who is he?”  “I certainly cannot inform you. I know nothing about him. Formerly I employed him as a copyist; but he has done nothing for me now for some time past.”  “I shall settle him then,—good morning, sir.”  Several days passed, and I heard nothing more; and though I often felt a charitable prompting to call at the place and see poor Bartleby, yet a certain squeamishness of I know not what withheld me.  All is over with him, by this time, thought I at last, when through another week no further intelligence reached me. But coming to my room the day after, I found several persons waiting at my door in a high state of nervous excitement.  “That's the man—here he comes,” cried the foremost one, whom I recognized as the lawyer who had previously called upon me alone.  “You must take him away, sir, at once,” cried a portly person among them, advancing upon me, and whom I knew to be the landlord of No.—Wall-street. “These gentlemen, my tenants, cannot stand it any longer; Mr. B—” pointing to the lawyer, “has turned him out of his room, and he now persists in haunting the building generally, sitting upon the banisters of the stairs by day, and sleeping in the entry by night. Every body is concerned; clients are leaving the offices; some fears are entertained of a mob; something you must do, and that without delay.”  Aghast at this torrent, I fell back before it, and would fain have locked myself in my new quarters. In vain I persisted that Bartleby was nothing to me—no more than to any one else. In vain:—I was the last person known to have any thing to do with him, and they held me to the terrible account. Fearful then of being exposed in the papers (as one person present obscurely threatened) I considered the matter, and at length said, that if the lawyer would give me a confidential interview with the scrivener, in his (the lawyer's) own room, I would that afternoon strive my best to rid them of the nuisance they complained of.  Going up stairs to my old haunt, there was Bartleby silently sitting upon the banister at the landing.  “What are you doing here, Bartleby?” said I.  “Sitting upon the banister,” he mildly replied.  I motioned him into the lawyer's room, who then left us.  [...]  “Now one of two things must take place. Either you must do something, or something must be done to you. Now what sort of business would you like to engage in? Would you like to re-engage in copying for some one?”  “No; I would prefer not to make any change.”  [...] Despairing of all further efforts, I was precipitately leaving him, when a final thought occurred  to me—one which had not been wholly unindulged before.  “Bartleby,” said I, in the kindest tone I could assume under such exciting circumstances, “will you go home with me now—not to my office, but my dwelling—and remain there till we can conclude upon some convenient arrangement for you at our leisure? Come, let us start now, right away.”  “No: at present I would prefer not to make any change at all.”  I answered nothing; but effectually dodging every one by the suddenness and rapidity of my flight, rushed from the building, ran up Wall-street towards Broadway, and jumping into the first omnibus was soon removed from pursuit. [...] So fearful was I of being again hunted out by the  incensed landlord and his exasperated tenants, that, surrendering my business to Nippers, for a  few days I drove about the upper part of the town and through the suburbs, in my rockaway; crossed  over to Jersey City and Hoboken, and paid fugitive visits to Manhattanville and Astoria. In fact  I almost lived in my rockaway for the time.  When again I entered my office, lo, a note from the landlord lay upon the desk. I opened it with trembling hands. It informed me that the writer had sent to the police, and had Bartleby removed to the Tombs as a vagrant. Moreover, since I knew more about him than any one else, he wished me to appear at that place, and make a suitable statement of the facts. These tidings had a conflicting effect upon me. At first I was indignant; but at last almost approved. The landlord's energetic, summary disposition had led him to adopt a procedure which I do not think I would have decided upon myself; and yet as a last resort, under such peculiar circumstances, it seemed the only plan.  As I afterwards learned, the poor scrivener, when told that he must be conducted to the Tombs, offered not the slightest obstacle, but in his pale unmoving way, silently acquiesced.  [...]  Being under no disgraceful charge, and quite serene and harmless in all his ways, they had permitted him freely to wander about the prison, and especially in the inclosed grass-platted yard thereof. And so I found him there, standing all alone in the quietest of the yards, his face towards a high wall, while all around, from the narrow slits of the jail windows, I thought I saw peering out upon him the eyes of murderers and thieves.  “Bartleby!”  “I know you,” he said, without looking round,—“and I want nothing to say to you.”  “It was not I that brought you here, Bartleby,” said I, keenly pained at his implied suspicion. “And to you, this should not be so vile a place. Nothing reproachful attaches to you by being here. And see, it is not so sad a place as one might think. Look, there is the sky, and here is the grass.”  “I know where I am,” he replied, but would say nothing more, and so I left him.  [...]  Some few days after this, I again obtained admission to the Tombs, and went through the corridors in quest of Bartleby; but without finding him.  “I saw him coming from his cell not long ago,” said a turnkey, “may be he's gone to loiter in the yards.”  So I went in that direction.  “Are you looking for the silent man?” said another turnkey passing me. “Yonder he lies—sleeping in the yard there. 'Tis not twenty minutes since I saw him lie down.”  The yard was entirely quiet. It was not accessible to the common prisoners. The surrounding walls, of amazing thickness, kept off all sounds behind them. The Egyptian character of the masonry weighed upon me with its gloom. But a soft imprisoned turf grew under foot. The heart of the eternal pyramids, it seemed, wherein, by some strange magic, through the clefts, grass-seed, dropped by birds, had sprung.  Strangely huddled at the base of the wall, his knees drawn up, and lying on his side, his head touching the cold stones, I saw the wasted Bartleby. But nothing stirred. I paused; then went close up to him; stooped over, and saw that his dim eyes were open; otherwise he seemed profoundly sleeping. Something prompted me to touch him. I felt his hand, when a tingling shiver ran up my arm and down my spine to my feet.  The round face of the grub-man peered upon me now. “His dinner is ready. Won't he dine to-day, either? Or does he live without dining?”  “Lives without dining,” said I, and closed his eyes.  “Eh!—He's asleep, aint he?”  “With kings and counselors,” murmured I.";1;0;0;0;0;0;1;0;1;1;0
MM62;next day I thus addressed him:;0;1;1;0;0;0;0;0;0;0;0
"CB43;CB44";"“I find these chambers too far from the City Hall; the air is unwholesome. In a word, I propose to remove my offices next week, and shall no longer require your services. I tell you this now, in order that you may seek another place.”";1;0;0;0;0;0;1;0;0;0;0
"MM63;MM64";"I find these chambers too far from the City Hall; the air is unwholesome. In a word, I propose to remove my offices next week, and shall no longer require your services. I tell you this now, in order that you may seek another place.”";1;0;0;0;0;0;1;0;0;0;0
